End Station Id,End Station Longitude,End Station Latitude,zip_codes,Total Population,Percent Female,Percent Male,Percent Bachelors Holders,Percent In Poverty
525,-74.0021163,40.75594159,10001,23530,49.69400765,45.41436464,24.71313217,13.69740756
3255,-73.99468482,40.75058535,10001,23530,49.69400765,45.41436464,24.71313217,13.69740756
3259,-73.99923384,40.74937024,10001,23530,49.69400765,45.41436464,24.71313217,13.69740756
3441,-74.00264,40.752957,10001,23530,49.69400765,45.41436464,24.71313217,13.69740756
3712,-73.99740189,40.75469175,10001,23530,49.69400765,45.41436464,24.71313217,13.69740756
3799,-73.98805,40.74964,10001,23530,49.69400765,45.41436464,24.71313217,13.69740756
465,-73.98658032,40.75513557,10036,25646,42.8994775,53.94213523,27.97707245,14.4700928
477,-73.9900262,40.75640548,10036,25646,42.8994775,53.94213523,27.97707245,14.4700928
478,-73.99884222,40.76030096,10036,25646,42.8994775,53.94213523,27.97707245,14.4700928
479,-73.9912551,40.76019252,10036,25646,42.8994775,53.94213523,27.97707245,14.4700928
484,-73.98014437,40.75500254,10036,25646,42.8994775,53.94213523,27.97707245,14.4700928
493,-73.98291153,40.7568001,10036,25646,42.8994775,53.94213523,27.97707245,14.4700928
495,-73.99301222,40.76269882,10036,25646,42.8994775,53.94213523,27.97707245,14.4700928
508,-73.99667444,40.76341379,10036,25646,42.8994775,53.94213523,27.97707245,14.4700928
515,-73.99461843,40.76009437,10036,25646,42.8994775,53.94213523,27.97707245,14.4700928
529,-73.99098507,40.7575699,10036,25646,42.8994775,53.94213523,27.97707245,14.4700928
2021,-73.98859651,40.75929124,10036,25646,42.8994775,53.94213523,27.97707245,14.4700928
3236,-73.99379969,40.75898481,10036,25646,42.8994775,53.94213523,27.97707245,14.4700928
3240,-73.9938587,40.75903008,10036,25646,42.8994775,53.94213523,27.97707245,14.4700928
471,-73.95698119,40.71286844,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
532,-73.960876,40.710451,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
539,-73.96024116,40.71534825,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
3075,-73.95796783,40.70708701,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
3077,-73.95095259,40.70877084,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
3078,-73.96063149,40.70924826,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
3080,-73.95608,40.70934,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
3081,-73.944024,40.711863,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
3082,-73.95141312,40.71167351,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
3083,-73.94100005,40.71247661,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
3085,-73.95739,40.71469,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
3086,-73.944507,40.715143,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
3087,-73.95234386,40.71413311,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
3088,-73.952029,40.7160751,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
3094,-73.94485918,40.7169811,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
3096,-73.95242,40.71924,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
3453,-73.94910336,40.71335226,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
3456,-73.94821286,40.71638032,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
3714,-73.9544354,40.70684203,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
3715,-73.95520136,40.7181697,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
3727,-73.94880027,40.71766197,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
3766,-73.93856,40.715353,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
3767,-73.93894,40.71323,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
3772,-73.93515,40.713811,11211,61194,48.72536523,47.55531588,16.16334935,29.81828284
499,-73.98191841,40.76915505,10023,64716,53.03788862,43.68471475,26.07855863,8.339514185
3158,-73.98261428,40.77163851,10023,64716,53.03788862,43.68471475,26.07855863,8.339514185
3159,-73.98266566,40.77492513,10023,64716,53.03788862,43.68471475,26.07855863,8.339514185
3161,-73.97728533,40.78018397,10023,64716,53.03788862,43.68471475,26.07855863,8.339514185
3163,-73.97782542,40.7734066,10023,64716,53.03788862,43.68471475,26.07855863,8.339514185
3164,-73.97898475,40.7770575,10023,64716,53.03788862,43.68471475,26.07855863,8.339514185
3165,-73.97620574,40.77579377,10023,64716,53.03788862,43.68471475,26.07855863,8.339514185
3166,-73.98562431,40.78057799,10023,64716,53.03788862,43.68471475,26.07855863,8.339514185
3167,-73.98093045,40.77966809,10023,64716,53.03788862,43.68471475,26.07855863,8.339514185
3172,-73.97754961,40.7785669,10023,64716,53.03788862,43.68471475,26.07855863,8.339514185
3175,-73.98288594,40.77748046,10023,64716,53.03788862,43.68471475,26.07855863,8.339514185
3356,-73.98470567,40.7746671,10023,64716,53.03788862,43.68471475,26.07855863,8.339514185
3697,-73.98918696,40.77515953,10023,64716,53.03788862,43.68471475,26.07855863,8.339514185
517,-73.97791,40.751581,10168,,,,,
519,-73.977706,40.751873,10168,,,,,
3041,-73.94142771,40.67890679,11213,66002,52.89082149,43.50171207,8.058846702,25.94012303
3042,-73.9298911,40.6794268,11233,70440,53.47671777,42.88756388,8.221181147,28.25951164
3043,-73.934903,40.6814598,11233,70440,53.47671777,42.88756388,8.221181147,28.25951164
3050,-73.94111,40.6851532,11221,82547,50.86435606,45.64429961,7.395786643,28.49770434
3052,-73.935775,40.686312,11221,82547,50.86435606,45.64429961,7.395786643,28.49770434
3054,-73.942061,40.6894932,11221,82547,50.86435606,45.64429961,7.395786643,28.49770434
3057,-73.9452416,40.69128258,11221,82547,50.86435606,45.64429961,7.395786643,28.49770434
3058,-73.93705428,40.69237074,11221,82547,50.86435606,45.64429961,7.395786643,28.49770434
3059,-73.939877,40.6933982,11221,82547,50.86435606,45.64429961,7.395786643,28.49770434
3761,-73.926241,40.697842,11221,82547,50.86435606,45.64429961,7.395786643,28.49770434
3776,-73.92834,40.700003,11221,82547,50.86435606,45.64429961,7.395786643,28.49770434
3060,-73.94626915,40.69425403,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3061,-73.94371094,40.69622937,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3062,-73.94954908,40.69539817,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3064,-73.93756926,40.69681963,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3065,-73.95032283,40.70029511,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3066,-73.94708417,40.69957608,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3067,-73.9437303,40.7016657,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3068,-73.940636,40.7031724,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3069,-73.94818595,40.70411791,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3070,-73.94407279,40.70510918,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3071,-73.94976519,40.70538077,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3072,-73.94644578,40.70583339,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3074,-73.94016171,40.70767788,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3076,-73.9448625,40.70870368,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3179,-73.941342,40.698617,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3454,-73.94705951,40.71036854,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3756,-73.9351,40.704508,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3757,-73.93372,40.710681,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3758,-73.92997,40.702997,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3764,-73.93936,40.705517,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3765,-73.94008,40.709897,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3768,-73.93734,40.71019,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3769,-73.93581,40.707174,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3770,-73.9333,40.702831,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3771,-73.933871,40.706237,11206,86082,50.34850491,45.90390558,7.627610883,35.42668618
3095,-73.94500379,40.71929301,11222,39306,48.15040961,48.09698265,22.54363202,11.86078461
3100,-73.94752622,40.72481256,11222,39306,48.15040961,48.09698265,22.54363202,11.86078461
3102,-73.9504154,40.72179134,11222,39306,48.15040961,48.09698265,22.54363202,11.86078461
3106,-73.94308,40.72325,11222,39306,48.15040961,48.09698265,22.54363202,11.86078461
3107,-73.95212324,40.72311651,11222,39306,48.15040961,48.09698265,22.54363202,11.86078461
3108,-73.94434,40.72557,11222,39306,48.15040961,48.09698265,22.54363202,11.86078461
3109,-73.95621,40.72606,11222,39306,48.15040961,48.09698265,22.54363202,11.86078461
3110,-73.95299117,40.72708584,11222,39306,48.15040961,48.09698265,22.54363202,11.86078461
3112,-73.95779,40.72906,11222,39306,48.15040961,48.09698265,22.54363202,11.86078461
3113,-73.95394,40.73026,11222,39306,48.15040961,48.09698265,22.54363202,11.86078461
3115,-73.9550858,40.73232194,11222,39306,48.15040961,48.09698265,22.54363202,11.86078461
3116,-73.95826,40.73266,11222,39306,48.15040961,48.09698265,22.54363202,11.86078461
3117,-73.95866,40.73564,11222,39306,48.15040961,48.09698265,22.54363202,11.86078461
3118,-73.95284,40.73555,11222,39306,48.15040961,48.09698265,22.54363202,11.86078461
3430,-73.9422369,40.71907891,11222,39306,48.15040961,48.09698265,22.54363202,11.86078461
3449,-73.94800901,40.72146256,11222,39306,48.15040961,48.09698265,22.54363202,11.86078461
3452,-73.94885391,40.71915572,11222,39306,48.15040961,48.09698265,22.54363202,11.86078461
3469,-73.95995021,40.73181402,11222,39306,48.15040961,48.09698265,22.54363202,11.86078461
3668,-73.94984365,40.72395679,11222,39306,48.15040961,48.09698265,22.54363202,11.86078461
3119,-73.95411749,40.74232744,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3121,-73.94733276,40.74524768,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3122,-73.95587325,40.74436329,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3123,-73.93540375,40.74469738,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3124,-73.95451,40.74731,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3125,-73.94977234,40.74708586,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3126,-73.9432635,40.74718234,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3127,-73.9521,40.74966,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3128,-73.94594845,40.75052534,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3129,-73.94073717,40.75110165,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3130,-73.94335788,40.75325964,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3221,-73.93561,40.743,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3554,-73.9485678,40.7552433,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3555,-73.93797,40.751047,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3556,-73.9397405,40.7527085,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3557,-73.945133,40.75742,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3559,-73.9391224,40.7576314,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3560,-73.934326,40.754876,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3561,-73.9279917,40.7531106,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3570,-73.9236611,40.7557327,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3572,-73.921631,40.756913,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3606,-73.948852,40.74252,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3608,-73.9566,40.7423737,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3611,-73.9534573,40.7449067,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3613,-73.957539,40.745038,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3615,-73.9460927,40.748,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3618,-73.941275,40.7485,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3620,-73.9479119,40.7519071,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3647,-73.93725872,40.74128309,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3654,-73.9334929,40.75186951,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3704,-73.94176483,40.74375241,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3716,-73.9379561,40.7535992,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3726,-73.95960689,40.74336608,11101,29188,48.10538577,48.05399479,17.54830752,20.42277648
3131,-73.96224618,40.7671284,10065,32366,54.33479577,42.81653587,30.18599765,5.357473892
3134,-73.96526895,40.76312584,10065,32366,54.33479577,42.81653587,30.18599765,5.357473892
3136,-73.971518,40.766368,10065,32366,54.33479577,42.81653587,30.18599765,5.357473892
3141,-73.95818491,40.76500525,10065,32366,54.33479577,42.81653587,30.18599765,5.357473892
3142,-73.96094022,40.7612274,10065,32366,54.33479577,42.81653587,30.18599765,5.357473892
3155,-73.96648977,40.76440023,10065,32366,54.33479577,42.81653587,30.18599765,5.357473892
3231,-73.96592081,40.7678008,10065,32366,54.33479577,42.81653587,30.18599765,5.357473892
3355,-73.96845281,40.76800889,10065,32366,54.33479577,42.81653587,30.18599765,5.357473892
3359,-73.96703464,40.7691572,10065,32366,54.33479577,42.81653587,30.18599765,5.357473892
3376,-73.9622207,40.76471852,10065,32366,54.33479577,42.81653587,30.18599765,5.357473892
3135,-73.95772297,40.77112927,10021,48566,54.78935881,41.94498209,31.33879669,4.752295845
3137,-73.96685276,40.77282817,10021,48566,54.78935881,41.94498209,31.33879669,4.752295845
3139,-73.96409422,40.77118288,10021,48566,54.78935881,41.94498209,31.33879669,4.752295845
3152,-73.96119945,40.76873687,10021,48566,54.78935881,41.94498209,31.33879669,4.752295845
3156,-73.95348296,40.76663814,10021,48566,54.78935881,41.94498209,31.33879669,4.752295845
3372,-73.95482273,40.7689738,10021,48566,54.78935881,41.94498209,31.33879669,4.752295845
3375,-73.96060712,40.7699426,10021,48566,54.78935881,41.94498209,31.33879669,4.752295845
3378,-73.96222088,40.773763,10021,48566,54.78935881,41.94498209,31.33879669,4.752295845
3725,-73.95840794,40.76876203,10021,48566,54.78935881,41.94498209,31.33879669,4.752295845
3140,-73.9535166,40.77140426,10075,28866,55.21374628,41.59218458,30.72472805,6.582138156
3143,-73.96427393,40.77632142,10075,28866,55.21374628,41.59218458,30.72472805,6.582138156
3154,-73.95856158,40.77314236,10075,28866,55.21374628,41.59218458,30.72472805,6.582138156
3370,-73.95577801,40.7727966,10075,28866,55.21374628,41.59218458,30.72472805,6.582138156
3145,-73.95772073,40.77862688,10028,48468,53.34653792,43.44103326,29.27085912,5.451019229
3146,-73.9567526,40.77573034,10028,48468,53.34653792,43.44103326,29.27085912,5.451019229
3148,-73.95068615,40.77565541,10028,48468,53.34653792,43.44103326,29.27085912,5.451019229
3150,-73.94803392,40.77536905,10028,48468,53.34653792,43.44103326,29.27085912,5.451019229
3151,-73.94989233,40.7728384,10028,48468,53.34653792,43.44103326,29.27085912,5.451019229
3157,-73.94446054,40.77518615,10028,48468,53.34653792,43.44103326,29.27085912,5.451019229
3362,-73.96069399,40.7781314,10028,48468,53.34653792,43.44103326,29.27085912,5.451019229
3369,-73.9468208,40.7724607,10028,48468,53.34653792,43.44103326,29.27085912,5.451019229
3671,-73.95427465,40.77477945,10028,48468,53.34653792,43.44103326,29.27085912,5.451019229
3747,-73.9551276,40.77755374,10028,48468,53.34653792,43.44103326,29.27085912,5.451019229
3160,-73.97374737,40.77896784,10024,63979,52.07177355,44.7756295,25.36300974,8.07296144
3162,-73.98093133,40.78339981,10024,63979,52.07177355,44.7756295,25.36300974,8.07296144
3168,-73.96961715,40.78472675,10024,63979,52.07177355,44.7756295,25.36300974,8.07296144
3169,-73.98128127,40.78720869,10024,63979,52.07177355,44.7756295,25.36300974,8.07296144
3170,-73.97283406,40.78499979,10024,63979,52.07177355,44.7756295,25.36300974,8.07296144
3171,-73.97667321,40.78524672,10024,63979,52.07177355,44.7756295,25.36300974,8.07296144
3177,-73.977112,40.7867947,10024,63979,52.07177355,44.7756295,25.36300974,8.07296144
3178,-73.98362492,40.78414472,10024,63979,52.07177355,44.7756295,25.36300974,8.07296144
3226,-73.97137,40.78275,10024,63979,52.07177355,44.7756295,25.36300974,8.07296144
3283,-73.97041561,40.7882213,10024,63979,52.07177355,44.7756295,25.36300974,8.07296144
3285,-73.9747,40.78839,10024,63979,52.07177355,44.7756295,25.36300974,8.07296144
3287,-73.97757,40.789622,10024,63979,52.07177355,44.7756295,25.36300974,8.07296144
3289,-73.97288919,40.79017948,10024,63979,52.07177355,44.7756295,25.36300974,8.07296144
3360,-73.9786517,40.7829391,10024,63979,52.07177355,44.7756295,25.36300974,8.07296144
3434,-73.9771834,40.79025417,10024,63979,52.07177355,44.7756295,25.36300974,8.07296144
3437,-73.97700369,40.79313481,10024,63979,52.07177355,44.7756295,25.36300974,8.07296144
3810,-73.971211,40.782593,10024,63979,52.07177355,44.7756295,25.36300974,8.07296144
3173,-73.98888588,40.77750703,10069,6399,52.36755743,45.08516956,30.28598218,10.470386
3182,-74.016966,40.686931,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3254,-74.01486576,40.69231661,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3303,-73.99440329,40.6849894,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3308,-73.99645295,40.6861758,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3311,-74.0016256,40.68763155,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3315,-73.99917254,40.6847514,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3321,-73.99785267,40.6831164,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3326,-74.00194698,40.67434,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3329,-73.99318208,40.6829151,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3330,-74.00494695,40.6725058,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3333,-74.0075572,40.6747055,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3337,-74.01195556,40.67363551,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3340,-74.0100698,40.6753274,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3342,-74.0094613,40.6777748,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3344,-74.011169,40.679043,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3347,-74.01275056,40.6773429,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3348,-74.015665,40.677236,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3352,-74.00879525,40.67267243,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3377,-73.99037292,40.6786115,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3381,-73.99364123,40.6777287,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3382,-73.99475825,40.680611,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3384,-73.99599099,40.6787242,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3386,-73.99905709,40.6809591,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3388,-73.99990419,40.6828003,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3389,-74.00348559,40.6830456,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3392,-74.00860912,40.6812117,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3393,-74.00785041,40.6794327,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3394,-74.00647134,40.6769993,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3395,-74.00324957,40.6763744,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3396,-74.00014502,40.6783563,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3397,-73.99869893,40.6763947,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3398,-73.99785768,40.6746957,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3422,-74.00242364,40.6859296,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3676,-74.01472628,40.67583294,11231,36104,51.22701086,44.97839575,24.09428318,15.81265234
3198,-74.0404433,40.74871595,7307,47028,48.36055116,48.32652888,15.19520286,13.64506252
3210,-74.05178863,40.74267714,7307,47028,48.36055116,48.32652888,15.19520286,13.64506252
3199,-74.0321082,40.7287448,7310,12460,46.08346709,50.40930979,29.18138042,10.76243981
3202,-74.0337589,40.7272235,7310,12460,46.08346709,50.40930979,29.18138042,10.76243981
3791,-74.04696375,40.73520838,7310,12460,46.08346709,50.40930979,29.18138042,10.76243981
3203,-74.04424731,40.72759597,7302,40690,46.97960187,49.49619071,27.30892111,8.636028508
3270,-74.04557169,40.72528911,7302,40690,46.97960187,49.49619071,27.30892111,8.636028508
3276,-74.04281706,40.71458404,7302,40690,46.97960187,49.49619071,27.30892111,8.636028508
3278,-74.04879034,40.72568548,7302,40690,46.97960187,49.49619071,27.30892111,8.636028508
3681,-74.03768331,40.71517768,7302,40690,46.97960187,49.49619071,27.30892111,8.636028508
3206,-74.0575736,40.7311689,7306,55484,46.14843919,50.03965107,18.62699157,19.25960637
3282,-73.95939,40.78307,10128,62514,54.01510062,43.16953003,26.53165691,7.603096906
3284,-73.95595908,40.7814107,10128,62514,54.01510062,43.16953003,26.53165691,7.603096906
3286,-73.9521667,40.7806284,10128,62514,54.01510062,43.16953003,26.53165691,7.603096906
3288,-73.9488134,40.778301,10128,62514,54.01510062,43.16953003,26.53165691,7.603096906
3290,-73.946041,40.7779453,10128,62514,54.01510062,43.16953003,26.53165691,7.603096906
3292,-73.957481,40.7857851,10128,62514,54.01510062,43.16953003,26.53165691,7.603096906
3294,-73.955327,40.7835016,10128,62514,54.01510062,43.16953003,26.53165691,7.603096906
3296,-73.94891962,40.78245418,10128,62514,54.01510062,43.16953003,26.53165691,7.603096906
3305,-73.94965589,40.7811223,10128,62514,54.01510062,43.16953003,26.53165691,7.603096906
3312,-73.94594,40.7817212,10128,62514,54.01510062,43.16953003,26.53165691,7.603096906
3318,-73.9471673,40.7839636,10128,62514,54.01510062,43.16953003,26.53165691,7.603096906
3675,-73.9496854,40.7845968,10128,62514,54.01510062,43.16953003,26.53165691,7.603096906
3293,-73.9739,40.7921,10025,98852,51.80674139,44.0537369,20.24541739,15.16509529
3295,-73.964839,40.79127,10025,98852,51.80674139,44.0537369,20.24541739,15.16509529
3301,-73.968087,40.7919557,10025,98852,51.80674139,44.0537369,20.24541739,15.16509529
3302,-73.96434123,40.7969347,10025,98852,51.80674139,44.0537369,20.24541739,15.16509529
3307,-73.974124,40.7941654,10025,98852,51.80674139,44.0537369,20.24541739,15.16509529
3314,-73.971888,40.7937704,10025,98852,51.80674139,44.0537369,20.24541739,15.16509529
3320,-73.96286845,40.79406661,10025,98852,51.80674139,44.0537369,20.24541739,15.16509529
3323,-73.9605909,40.7981856,10025,98852,51.80674139,44.0537369,20.24541739,15.16509529
3328,-73.9645,40.795,10025,98852,51.80674139,44.0537369,20.24541739,15.16509529
3331,-73.97114574,40.8013434,10025,98852,51.80674139,44.0537369,20.24541739,15.16509529
3341,-73.96186,40.795346,10025,98852,51.80674139,44.0537369,20.24541739,15.16509529
3343,-73.96211287,40.7997568,10025,98852,51.80674139,44.0537369,20.24541739,15.16509529
3350,-73.97041192,40.7973721,10025,98852,51.80674139,44.0537369,20.24541739,15.16509529
3357,-73.96644925,40.8008363,10025,98852,51.80674139,44.0537369,20.24541739,15.16509529
3366,-73.96818053,40.8021174,10025,98852,51.80674139,44.0537369,20.24541739,15.16509529
3383,-73.96699104,40.804213,10025,98852,51.80674139,44.0537369,20.24541739,15.16509529
3538,-73.96295,40.802692,10025,98852,51.80674139,44.0537369,20.24541739,15.16509529
3552,-73.964928,40.805973,10025,98852,51.80674139,44.0537369,20.24541739,15.16509529
3689,-73.9664948,40.79904139,10025,98852,51.80674139,44.0537369,20.24541739,15.16509529
3297,-73.97988067,40.6686627,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3300,-73.97637606,40.66514682,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3304,-73.98377641,40.668127,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3306,-73.98199886,40.6662078,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3310,-73.98396846,40.663779,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3313,-73.9854617,40.6663181,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3317,-73.98700053,40.6686273,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3319,-73.98895053,40.666287,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3322,-73.9904394,40.668603,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3324,-73.99333264,40.6685455,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3335,-73.98282002,40.6772744,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3354,-73.97363831,40.668132,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3358,-73.97484126,40.6711978,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3361,-73.9787282,40.6740886,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3364,-73.9814832,40.6751622,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3365,-73.97839676,40.6703837,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3368,-73.98352355,40.6728155,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3373,-73.98775226,40.6750705,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3399,-73.98983002,40.67260298,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3403,-73.98876585,40.6705135,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3404,-73.98541675,40.6704922,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3405,-73.98208968,40.6704836,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3407,-73.98765475,40.679098,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3423,-73.97945255,40.66106337,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3762,-73.9865,40.677027,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3795,-73.993612,40.671907,11215,68763,50.74240507,45.57829065,25.46573012,7.525849658
3299,-73.95206,40.78813,10029,83827,51.82578406,44.33177854,8.706025505,26.22066876
3309,-73.94860294,40.7859201,10029,83827,51.82578406,44.33177854,8.706025505,26.22066876
3327,-73.94728331,40.7877214,10029,83827,51.82578406,44.33177854,8.706025505,26.22066876
3336,-73.953559,40.787801,10029,83827,51.82578406,44.33177854,8.706025505,26.22066876
3338,-73.94552579,40.7862586,10029,83827,51.82578406,44.33177854,8.706025505,26.22066876
3345,-73.9524293,40.78948542,10029,83827,51.82578406,44.33177854,8.706025505,26.22066876
3351,-73.94164802,40.7869946,10029,83827,51.82578406,44.33177854,8.706025505,26.22066876
3363,-73.95033068,40.7904828,10029,83827,51.82578406,44.33177854,8.706025505,26.22066876
